sym,entry,exit,qty,cost,pnl,reason,topups
EWJ,2021-03-02,2021-03-24,5,219.84416426616218,-2.8360867276377064,stop,0
VGK,2021-03-03,2021-03-25,6,225.80874638075858,-2.6062208413919166,stop,0
VNQ,2021-03-15,2021-05-12,4,220.8878915381019,-2.529106561870094,stop,0
IWM,2021-03-26,2021-05-12,1,152.69540796716245,-14.627219614994857,stop,0
DBB,2021-03-08,2021-05-19,15,181.47325982623823,0.5297389055444626,stop,1
DJP,2021-05-14,2021-05-19,8,152.84762445043256,-7.922497451573236,stop,0
CPER,2021-03-08,2021-06-03,12,225.05958616896993,5.8811818213902995,stop,1
DBA,2021-05-19,2021-06-17,19,223.7139496475029,-8.60613304233155,stop,1
DJP,2021-06-01,2021-06-17,10,194.93699646643114,-9.61199251828819,stop,0
DJP,2021-06-28,2021-07-06,12,234.3443908518816,-6.413716329800906,stop,0
UNG,2021-06-08,2021-07-07,7,220.4788811979093,30.099726098927846,stop,0
IWM,2021-07-01,2021-07-07,1,160.5431857481219,-12.66093111966643,stop,0
USO,2021-03-29,2021-07-19,7,216.24584529302766,21.20286566746401,stop,0
CPER,2021-07-20,2021-08-03,12,236.38018817261806,-9.375006750996903,stop,1
DJP,2021-07-16,2021-08-09,11,219.46371979676258,-9.326374836571915,stop,0
UNG,2021-08-05,2021-08-13,5,212.46973009257763,-19.43520171246982,stop,0
DBB,2021-07-19,2021-08-18,18,228.73051555315706,-5.8611483356914675,stop,1
EWJ,2021-08-13,2021-08-19,5,222.71661349339388,-9.484572130774268,stop,0
USO,2021-08-17,2021-08-20,6,206.3469384785519,-18.082312678137242,stop,0
VGK,2021-08-20,2021-09-09,5,217.04918995284663,-8.30898398896528,stop,0
VNQ,2021-05-24,2021-09-10,3,174.9935893134031,13.444919976435585,stop,0
DBA,2021-07-19,2021-09-10,13,155.27269071460165,-4.074633956614406,stop,0
UNG,2021-08-25,2021-09-16,5,202.7922875180716,62.028942970078106,stop,0
IWM,2021-08-24,2021-09-20,1,154.39531927756917,-8.219871946910558,stop,0
DJP,2021-09-10,2021-09-20,7,148.17153335645185,-8.186798240629088,stop,1
DBB,2021-09-13,2021-09-20,10,135.40103686844054,-8.14897226540073,stop,0
CPER,2021-09-15,2021-09-20,7,139.5075553693154,-12.174996872229272,stop,0
VNQ,2021-09-22,2021-09-28,3,197.25373046645512,-11.918468857657047,stop,0
EWJ,2021-09-20,2021-09-30,4,191.20897882683693,-8.23549912343671,stop,0
UNG,2021-09-27,2021-10-06,3,180.93948530753784,-10.689816830777602,stop,0
DBA,2021-10-01,2021-10-13,9,116.75983906094275,-9.24734940188263,stop,0
DBB,2021-10-01,2021-10-21,11,148.5501162747776,1.9176562989213721,stop,0
CPER,2021-10-13,2021-10-22,7,144.08231388138483,-7.387780618314935,stop,0
UNG,2021-10-25,2021-11-01,3,180.81486485504877,-32.217334813284964,stop,0
USO,2021-09-20,2021-11-03,6,220.91896799133164,18.50928399143993,stop,0
DJP,2021-09-30,2021-11-09,10,224.17639238373647,-8.592497551006119,stop,1
SLV,2021-11-09,2021-11-23,9,152.58871321671847,-9.63803804091873,stop,0
DBA,2021-10-26,2021-11-26,12,151.0936644121728,3.415834566290613,stop,0
EWJ,2021-11-22,2021-11-26,4,187.47883465577857,-10.567466546464743,stop,0
VNQ,2021-10-18,2021-11-30,3,196.54875783185193,0.10633116113996266,stop,0
CPER,2021-11-03,2021-12-15,11,221.14289195246835,-13.907914989425535,stop,1
TLT,2021-12-03,2021-12-29,2,199.36153512002565,-18.91019220378834,stop,0
VNQ,2021-12-17,2022-01-06,2,143.2531006873631,-9.087744424730488,stop,0
CPER,2021-12-31,2022-01-14,8,163.94798935541098,-9.132255149742008,stop,0
VGK,2022-01-10,2022-01-18,3,131.47862177669424,-6.825796049485021,stop,0
LQD,2020-04-09,2022-02-11,3,256.3046648782113,-32.97032558261847,stop,1
USO,2022-01-19,2022-02-18,3,137.5522134230554,-1.2094313210292569,stop,0
DJP,2021-11-30,2022-02-25,10,210.7243134718922,35.03180464324734,stop,0
DBA,2021-12-06,2022-02-25,16,213.8649376107362,2.8355795811394273,stop,0
CPER,2022-02-02,2022-03-07,6,123.75151280776386,3.4963369848654082,stop,0
DBB,2021-12-07,2022-03-08,11,156.1197678565945,25.10111107976735,stop,1
GLD,2022-02-25,2022-03-09,1,134.71470547656605,3.3011406288496232,stop,0
USO,2022-02-28,2022-03-09,2,103.59452622323559,14.678559291876624,stop,0
DJP,2022-03-07,2022-03-09,4,123.65093040203595,-10.454554753001787,stop,0
TIP,2020-03-26,2022-04-14,3,235.64932234222124,-5.358469700178006,stop,0
UNG,2022-03-02,2022-04-19,4,204.228946254748,101.22376419241613,stop,1
CPER,2022-03-17,2022-04-22,9,202.1904654432858,-10.483338023993724,stop,1
DBB,2022-03-18,2022-04-25,13,221.01745458713089,-10.29366715252246,stop,1
VNQ,2022-04-01,2022-04-25,3,216.13351278395007,-5.330882795448815,stop,0
DBA,2022-03-07,2022-05-09,14,214.0997490680267,-0.748098599910918,stop,1
DJP,2022-03-21,2022-05-09,7,210.8362636304314,0.2373761170414923,stop,1
UNG,2022-04-29,2022-05-09,1,82.75308087214827,-2.1112590116058243,stop,0
UNG,2022-05-19,2022-06-09,1,93.00136724310065,-8.528715057356408,stop,0
DJP,2022-05-19,2022-06-14,5,160.0177420842238,-1.079143655417198,stop,0
USO,2022-04-27,2022-06-17,3,192.1026017970789,8.409218555640479,stop,1
DBA,2022-05-23,2022-06-22,14,226.40623410232564,-13.438749952528497,stop,1
USO,2022-06-27,2022-07-05,3,206.2006652833773,-14.68615824701402,stop,0
FXI,2022-07-19,2022-08-01,9,219.87973625750737,-26.525063116235856,stop,0
GLD,2022-08-05,2022-08-19,1,140.28811334194745,-6.192111406002681,stop,0
DBB,2022-08-11,2022-09-01,10,147.25913056305646,-11.265634923836274,stop,0
UNG,2022-06-21,2022-09-06,3,227.4235160627743,61.505548511181644,stop,1
USO,2022-07-20,2022-09-07,3,197.9444170723764,-21.558700061302773,stop,0
DJP,2022-07-29,2022-09-07,7,211.51434083073386,-5.868813640938583,stop,0
UNG,2022-09-16,2022-10-03,2,192.41304719075538,-38.68224908776236,stop,0
DJP,2022-10-03,2022-10-18,7,210.61121071084776,-10.056463288304002,stop,0
USO,2022-10-05,2022-10-18,3,199.63138624523822,-21.614903335517653,stop,1
DBA,2022-08-03,2022-10-26,10,146.91816030455809,0.4354923050632067,stop,0
DJP,2022-10-31,2022-11-09,7,208.18803053621488,-1.8704954021265792,stop,0
USO,2022-10-28,2022-11-10,3,191.63213769114202,-12.468461908424956,stop,0
DBA,2022-11-14,2022-11-28,13,199.34594707248397,-13.84390239133046,stop,0
UNG,2022-11-16,2022-12-02,2,138.33773472454232,-13.01071981192949,stop,0
DJP,2022-11-21,2022-12-05,6,177.90747797547797,-17.522394850998353,stop,0
UNG,2022-12-12,2022-12-20,3,198.0987724760771,-35.9683287704579,stop,0
DBA,2022-12-20,2023-01-04,9,133.16017321347942,-5.324285312230529,stop,0
DJP,2022-12-22,2023-01-04,4,113.9427987657756,-9.173379749719416,stop,0
USO,2022-12-23,2023-01-05,2,118.53868868390778,-14.580018749500397,stop,0
SLV,2022-11-09,2023-01-23,12,208.1295064722426,-8.152811764053553,stop,0
CPER,2022-12-05,2023-02-02,10,190.99503263040882,9.053769803986825,stop,0
USO,2023-01-17,2023-02-02,3,178.21583604116927,-18.77274310713355,stop,1
GLD,2022-12-08,2023-02-03,1,139.3357556298992,2.359905559686325,stop,0
DJP,2023-01-19,2023-02-03,5,138.40995032103666,-8.380773666507508,stop,0
IWM,2023-01-27,2023-02-10,1,149.73527725514577,-3.1170024122533277,stop,0
SLV,2023-02-02,2023-02-14,10,179.8048638832537,-19.27097024298388,stop,0
VNQ,2023-02-14,2023-02-24,2,131.97469581577238,-11.154994749288761,stop,0
DBA,2023-01-27,2023-02-27,13,188.2884470966335,1.6343647816822227,stop,0
VGK,2023-03-03,2023-03-10,3,138.51306077862094,-11.508851293769467,stop,0
USO,2023-02-13,2023-03-13,3,175.14292893095748,-19.66396702646915,stop,0
CPER,2023-03-01,2023-03-15,8,172.23824920414592,-17.535310589101982,stop,0
GLD,2023-03-15,2023-04-17,1,151.2014937752453,-5.247949572700946,stop,0
USO,2023-04-12,2023-04-26,1,61.24720361077626,-10.928942272246317,stop,0
SLV,2023-04-04,2023-05-11,9,168.65454887248117,-10.103652239998553,stop,0
GLD,2023-04-27,2023-05-16,1,151.0986801835501,-6.467717459334835,stop,0
VGK,2023-04-14,2023-05-24,3,139.42275970940256,-9.74557423247748,stop,0
EWJ,2023-04-13,2023-05-31,4,174.4874948094675,-4.326571388759646,stop,0
SLV,2023-05-31,2023-06-20,9,159.62706680492255,-12.979601343668207,stop,0
EEM,2023-06-13,2023-06-21,3,92.56010371116282,-8.725618414166092,stop,0
EWJ,2023-06-12,2023-06-23,3,143.8215206832508,-15.181780124170587,stop,1
DBA,2023-06-15,2023-06-23,10,153.7114002870899,-6.849897921205837,stop,0
VGK,2023-06-27,2023-07-06,3,137.31793740475533,-12.288059695789144,stop,1
EWJ,2023-07-03,2023-08-02,3,137.73805838168275,-7.522340499533442,stop,0
EEM,2023-07-05,2023-08-02,5,148.91422926767837,-3.001069406141113,stop,0
EMB,2023-07-11,2023-08-02,2,115.20688801942374,-3.4651320600184903,stop,0
VGK,2023-07-17,2023-08-02,3,134.77756232263195,-5.334410524976363,stop,0
CPER,2023-07-26,2023-08-02,8,152.58047391460576,-5.560952240465241,stop,0
DBA,2023-07-03,2023-08-03,10,152.11417947778685,-4.402732414797526,stop,0
IWM,2023-06-21,2023-08-14,1,142.4557813540076,-2.413908102913922,stop,0
FXI,2023-08-03,2023-08-14,7,154.91781658474977,-17.669249012921455,stop,1
USO,2023-08-04,2023-08-23,2,118.93948472608918,-10.86704834759378,stop,0
SLV,2023-08-23,2023-09-05,8,147.16359547346207,-12.027979171393838,stop,1
CPER,2023-08-14,2023-09-08,8,148.76626335080596,-5.422101516858987,stop,0
EMB,2023-08-17,2023-09-21,2,115.60164751108147,-2.52471692751503,stop,0
DBA,2023-08-14,2023-09-25,9,136.87366886059985,1.7993127881468354,stop,0
EWJ,2023-08-14,2023-09-25,3,135.0519252748985,0.13434281226381017,stop,0
SLV,2023-09-19,2023-09-27,5,89.09014065185637,-7.636436452211527,stop,0
DBB,2023-09-20,2023-10-03,11,146.78506618707368,-4.43551022209968,stop,0
USO,2023-09-05,2023-10-04,2,127.02732001225719,-1.8798868353629103,stop,0
USO,2023-10-16,2023-10-24,2,131.66659027101358,-9.429492727488665,stop,0
CPER,2023-10-31,2023-11-10,7,134.1019385521747,-9.280425500019234,stop,0
SLV,2023-10-13,2023-11-13,8,140.27369010558218,-12.120518023165033,stop,0
USO,2023-11-03,2023-11-16,1,63.71729323915562,-11.124807074230254,stop,0
DBA,2023-10-05,2023-11-24,9,143.68603253893065,-8.028246169144552,stop,0
DBB,2023-11-07,2023-12-05,8,108.99549188824436,-11.730328041681275,stop,0
CPER,2023-11-20,2023-12-05,7,135.88467474928424,-8.823235067210874,stop,0
SLV,2023-11-24,2023-12-05,5,91.5761794614411,-7.048706279554338,stop,0
